School Year,County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2014-2015,Bronx,New York City Geographic District # 8,Ps 36 Unionport,320800010036,Elementary,New York City,Public,769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
2014-2015,Bronx,New York City Geographic District # 8,Ps 48 Joseph R Drake,320800010048,Elementary,New York City,Public,888,0,0,0,0,0,3,0,0,0,2,1,0,0,1,3,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
2014-2015,Bronx,New York City Geographic District # 8,Ps 62 Inocensio Casanova,320800010062,Elementary,New York City,Public,800,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
2014-2015,Bronx,New York City Geographic District # 8,Ps 69 Journey Prep School,320800010069,Elementary,New York City,Public,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District # 8,Ps 71 Rose E Scala,320800010071,Elementary,New York City,Public,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2014-2015,Bronx,New York City Geographic District # 8,Ps 72 Dr William Dorney,320800010072,Elementary,New York City,Public,877,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Bronx,New York City Geographic District # 8,Ps 75 School Of Research And Discovery,320800010075,Elementary,New York City,Public,605,0,0,0,0,0,6,0,0,0,0,0,0,0,1,4,0,1,0,10,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,4
2014-2015,Bronx,New York City Geographic District # 8,Ps 93 Albert G Oliver,320800010093,Elementary,New York City,Public,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Bronx,New York City Geographic District # 8,Renaissance High School For Musical Theater And Technology,320800011293,Senior High,New York City,Public,452,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,23,0,3,0,0,0,1,0,0,0,0,0,0,2,2,1,0,13
2014-2015,Bronx,New York City Geographic District # 8,School For Inquiry And Social Justice (the),320800010337,Middle,New York City,Public,406,0,0,0,0,0,4,0,0,0,0,0,0,0,1,4,1,0,1,12,0,12,0,0,0,0,0,3,0,0,0,0,0,2,1,0,26
2014-2015,Bronx,New York City Geographic District # 8,School For Tourism And Hospitality,320800011559,Senior High,New York City,Public,240,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,2,13,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30
2014-2015,Bronx,New York City Geographic District # 8,Schuylerville Preparatory High School,320800011348,Senior High,New York City,Public,179,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8
2014-2015,Bronx,New York City Geographic District # 8,Soundview Academy For Culture And Scholarship,320800010448,Middle,New York City,Public,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,1,0,0,0,0,0,1,1,0,28
2014-2015,Bronx,New York City Geographic District # 8,Urban Assembly For Civic Engagement,320800010366,Middle,New York City,Public,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,32,0,8,0,0,0,0,0,1,0,0,0,0,0,3,0,0,23
2014-2015,Bronx,New York City Geographic District # 8,Urban Institute Of Mathematics,320800010371,Middle,New York City,Public,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,Nyc Special Schools - District 75,Ps 176,307500012176,Elementary,New York City,Public,793,0,0,0,0,0,2,0,0,0,0,0,0,0,2,54,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-2015,Bronx,New York City Geographic District # 8,Westchester Square Academy,320800011558,Senior High,New York City,Public,406,0,0,0,0,0,6,0,0,0,1,0,0,0,1,8,0,0,1,20,3,18,0,0,0,4,0,0,1,1,0,0,6,1,2,0,75
2014-2015,Bronx,New York City Geographic District # 8,Women's Academy Of Excellence,320800011282,Senior High,New York City,Public,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,14,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2014-2015,Bronx,New York City Geographic District # 9,Academy For Language And Technology,320900011365,Senior High,New York City,Public,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4
2014-2015,Bronx,New York City Geographic District # 9,Bronx Center For Science And Mathematics,320900011260,Senior High,New York City,Public,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,3,0,0,0,2,0,4,0,0,0,0,0,1,1,0,9
2014-2015,Bronx,New York City Geographic District # 9,Bronx Collelgiate Academy,320900011227,Senior High,New York City,Public,376,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2014-2015,Bronx,New York City Geographic District # 9,Bronx Early College Academy For Teaching And Learning,320900011324,Junior-Senior High,New York City,Public,505,0,0,0,0,0,5,0,0,0,1,0,0,0,1,2,0,2,1,28,0,8,0,0,0,1,0,4,0,1,0,0,0,0,1,0,24
2014-2015,Bronx,New York City Geographic District # 9,Bronx High School For Medical Science,320900011413,Junior-Senior High,New York City,Public,470,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District # 9,Bronx High School Of Business,320900011412,Senior High,New York City,Public,348,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,1,18,0,7,0,0,0,6,0,2,0,0,0,0,1,0,0,0,29
2014-2015,Bronx,New York City Geographic District # 9,Bronx International High School,320900011403,Senior High,New York City,Public,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District # 9,Bronx Leadership Academy High School,320900011525,Senior High,New York City,Public,704,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
2014-2015,Bronx,New York City Geographic District # 9,"Bronx School For Law, Government And Justice",320900011505,Junior-Senior High,New York City,Public,770,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,1
2014-2015,Bronx,New York City Geographic District # 9,Bronx Writing Academy,320900010323,Middle,New York City,Public,464,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,1,13,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
2014-2015,Bronx,New York City Geographic District # 9,Claremont International High School,320900011564,Senior High,New York City,Public,252,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,11,0,8,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4
2014-2015,Bronx,New York City Geographic District # 9,Comprehensive Model School Project Ms 327,320900010327,Junior-Senior High,New York City,Public,628,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,1,1,19,0,29,0,0,0,1,0,1,0,0,0,0,0,0,3,0,47
2014-2015,Bronx,New York City Geographic District # 9,Dreamyard Preparatory School,320900011329,Senior High,New York City,Public,347,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
2014-2015,Bronx,New York City Geographic District # 9,Eagle Academy For Young Men,320900011231,Junior-Senior High,New York City,Public,615,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,3,1,0,13,1,6,0,0,0,2,0,1,0,0,0,0,1,5,0,0,4
2014-2015,Bronx,New York City Geographic District # 9,Eximius College Preparatory Academy,320900011250,Senior High,New York City,Public,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,5
2014-2015,Bronx,New York City Geographic District # 9,Family School (the),320900010443,Elementary,New York City,Public,519,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2014-2015,Bronx,New York City Geographic District # 9,Frederick Douglass Academy Iii Secondary School,320900011517,Senior High,New York City,Public,432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
2014-2015,Bronx,New York City Geographic District # 9,Grant Avenue Elementary School,320900010449,Elementary,New York City,Public,477,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District # 9,High School For Violin And Dance,320900011543,Senior High,New York City,Public,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-2015,Bronx,New York City Geographic District # 9,Highbridge Green School (the),320900010361,Junior High,New York City,Public,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2014-2015,Bronx,New York City Geographic District # 9,Is 117 Joseph H Wade ,320900010117,Middle,New York City,Public,618,0,0,0,0,0,2,0,0,0,1,0,0,0,0,14,0,1,0,12,0,5,0,0,0,0,0,0,1,0,0,0,0,3,0,1,7
2014-2015,Bronx,New York City Geographic District # 9,Is 219 New Venture School,320900010219,Middle,New York City,Public,331,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,1,2,0,3,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2014-2015,Bronx,New York City Geographic District # 9,Is 229 Roland Patterson,320900010229,Middle,New York City,Public,249,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,5
2014-2015,Bronx,New York City Geographic District # 9,Is 232,320900010232,Middle,New York City,Public,542,0,0,0,0,0,2,0,1,0,1,1,0,0,0,11,0,0,3,20,0,1,0,0,0,1,0,0,0,2,0,0,0,3,1,0,12
2014-2015,Bronx,New York City Geographic District # 9,Is 303 Leadership & Community Service,320900010303,Middle,New York City,Public,284,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2014-2015,Bronx,New York City Geographic District # 9,Is 313 School Of Leadership Development,320900010313,Middle,New York City,Public,349,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2014-2015,Bronx,New York City Geographic District # 9,Jhs 145 Arturo Toscanini ,320900010145,Middle,New York City,Public,363,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
2014-2015,Bronx,New York City Geographic District # 9,Jhs 22 Jordan L Mott ,320900010022,Middle,New York City,Public,485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,2,13,1,1,0,0,0,0,0,1,0,0,0,0,0,4,4,0,1
2014-2015,Bronx,New York City Geographic District # 9,Jonathan Levin Hs Of Media And Communications,320900011414,Senior High,New York City,Public,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,9
2014-2015,Bronx,New York City Geographic District # 9,Kappa,320900010215,Middle,New York City,Public,298,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2014-2015,Bronx,New York City Geographic District # 9,Leadership Institute,320900011276,Senior High,New York City,Public,195,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8
2014-2015,Bronx,New York City Geographic District # 9,Lucero Elementary School,320900010311,Elementary,New York City,Public,233,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Bronx,New York City Geographic District # 9,Morris Academy For Collaborative Studies,320900011297,Senior High,New York City,Public,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
2014-2015,Bronx,New York City Geographic District # 9,Mott Hall Bronx High School,320900011252,Senior High,New York City,Public,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,2,5,0,4
2014-2015,Bronx,New York City Geographic District # 9,Mott Hall Iii,320900010128,Middle,New York City,Public,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District # 9,Mount Eden Children's Academy,320900010555,Elementary,New York City,Public,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-2015,Bronx,New York City Geographic District # 9,New American Academy At Roberto Clemente State Park,320900010274,Elementary,New York City,Public,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Bronx,New York City Geographic District # 9,New Directions Secondary School,320900011350,Junior High,New York City,Public,136,0,0,0,0,0,3,0,0,0,1,0,0,0,1,4,0,0,5,9,2,2,0,0,0,2,0,0,0,1,0,0,1,1,1,0,2
2014-2015,Bronx,New York City Geographic District # 9,New Millennium Business Academy Middle School,320900010328,Middle,New York City,Public,178,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,5,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,10
2014-2015,Bronx,New York City Geographic District # 9,Ps 109 Sedgwick,320900010109,Elementary,New York City,Public,816,0,0,0,0,0,4,0,0,0,1,0,0,0,1,2,0,0,1,24,1,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,11
2014-2015,Bronx,New York City Geographic District # 9,Ps 11 Highbridge,320900010011,Elementary,New York City,Public,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Bronx,New York City Geographic District # 9,Ps 110 Theodore Schoenfeld,320900010110,Elementary,New York City,Public,493,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District # 9,Ps 114 Luis Lorens Torres School,320900010114,Elementary,New York City,Public,837,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District # 9,Ps 126 Dr Marjorie H Dunbar,320900010126,Elementary,New York City,Public,725,0,0,0,0,0,6,0,0,0,1,1,0,0,0,15,1,0,3,22,0,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,5
2014-2015,Bronx,New York City Geographic District # 9,Ps 132 Garrett A Morgan,320900010132,Elementary,New York City,Public,484,0,0,0,0,0,1,0,0,0,2,0,0,0,2,17,0,0,4,2,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1
2014-2015,Bronx,New York City Geographic District # 9,Ps 163 Arthur A Schomberg,320900010163,Elementary,New York City,Public,563,0,0,0,0,1,2,0,0,0,1,0,0,0,0,5,0,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2014-2015,Bronx,New York City Geographic District # 9,Ps 170,320900010170,Elementary,New York City,Public,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District # 9,Ps 199 Shakespeare School (the),320900010199,Elementary,New York City,Public,800,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District # 9,Ps 204 Morris Heights,320900010204,Elementary,New York City,Public,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2014-2015,Bronx,New York City Geographic District # 9,Ps 230 Dr Roland N Patterson,320900010230,Elementary,New York City,Public,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District # 9,Ps 236 Langston Hughes,320900010236,Elementary,New York City,Public,390,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Bronx,New York City Geographic District # 9,Ps 28 Mount Hope,320900010028,Elementary,New York City,Public,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2014-2015,Bronx,New York City Geographic District # 9,Ps 35 Franz Siegel,320900010035,Elementary,New York City,Public,709,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Bronx,New York City Geographic District # 9,Ps 42 Claremont,320900010042,Elementary,New York City,Public,451,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,4,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1
2014-2015,Bronx,New York City Geographic District # 9,Ps 53 Basheer Quisim,320900010053,Elementary,New York City,Public,1317,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Bronx,New York City Geographic District # 9,Ps 55 Benjamin Franklin,320900010055,Elementary,New York City,Public,723,0,0,0,0,0,3,0,0,0,2,0,0,0,2,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
2014-2015,Bronx,New York City Geographic District # 9,Ps 58,320900010058,Elementary,New York City,Public,490,0,0,0,0,0,3,0,1,1,3,0,0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Bronx,New York City Geographic District # 9,Ps 63 Author's Academy,320900010063,Elementary,New York City,Public,606,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2014-2015,Bronx,New York City Geographic District # 9,Ps 64 Pura Belpre,320900010064,Elementary,New York City,Public,294,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2014-2015,Bronx,New York City Geographic District # 9,Ps 70 Max Schoenfeld,320900010070,Elementary,New York City,Public,1335,0,0,0,0,0,6,0,0,0,1,2,0,0,2,5,2,1,5,22,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10
2014-2015,Bronx,New York City Geographic District # 9,Ps 73 Bronx,320900010073,Elementary,New York City,Public,820,0,0,0,0,0,3,0,0,0,1,1,0,0,0,5,0,1,6,18,1,0,0,0,0,3,0,2,0,0,0,0,0,3,0,1,9
2014-2015,Bronx,New York City Geographic District # 9,Ps 88 S Silverstein Little Sparrow School,320900010088,Elementary,New York City,Public,213,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District # 9,Ps/is 218 Rafael Hernandez Dual Language Magnet School,320900010218,Elementary,New York City,Public,948,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
2014-2015,Bronx,New York City Geographic District # 9,Ps/ms 4 Crotona Park West,320900010004,Elementary,New York City,Public,563,0,0,0,0,0,3,0,0,0,0,0,0,0,4,13,1,5,6,21,5,3,0,0,0,2,0,0,1,0,0,0,0,3,1,0,0
2014-2015,Bronx,New York City Geographic District # 9,School For Excellence ,320900011404,Senior High,New York City,Public,414,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5,0,7,0,0,0,2,0,0,0,0,0,0,1,0,3,1,7
2014-2015,Bronx,New York City Geographic District # 9,Science And Technology Academy:  A Mott Hall School,320900010454,Middle,New York City,Public,447,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
2014-2015,Bronx,New York City Geographic District # 9,Sheridan Academy For Young Leaders,320900010457,Elementary,New York City,Public,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2014-2015,Bronx,New York City Geographic District # 9,Urban Assembly School For Applied Math And Science,320900011241,Junior-Senior High,New York City,Public,619,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,12,0,4,0,0,0,1,0,0,0,0,0,0,0,2,2,0,5
2014-2015,Bronx,New York City Geographic District # 9,Urban Science Academy ,320900010325,Middle,New York City,Public,331,0,0,0,1,0,2,0,0,0,1,0,0,0,2,3,0,1,1,5,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5
2014-2015,Bronx,New York City Geographic District # 9,Validus Preparatory Academy,320900011263,Senior High,New York City,Public,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,1,6,0,0,0,0,0,2,0,0,0,0,0,4,2,0,11
2014-2015,Bronx,New York City Geographic District # 9,Walton Avenue School (the),320900010294,Elementary,New York City,Public,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District # 9,Young Women's Leadership School Of The Bronx,320900010568,Junior High,New York City,Public,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-2015,Bronx,New York City Geographic District #10,Academy For Personal Leadership And Excellence,321000010363,Middle,New York City,Public,409,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2014-2015,Bronx,New York City Geographic District #10,Ampark Neighborhood,321000010344,Elementary,New York City,Public,376,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2014-2015,Bronx,New York City Geographic District #10,Angelo Patri Middle School (the),321000010391,Middle,New York City,Public,505,0,0,0,0,0,4,0,0,0,0,0,0,0,1,4,0,1,2,10,3,4,0,0,1,1,0,2,0,1,0,0,2,5,0,0,3
2014-2015,Bronx,New York City Geographic District #10,Bedford Park Elementary School,321000010077,,New York City,Public,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District #10,Belmont Preparatory High School,321000011434,Senior High,New York City,Public,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,3
2014-2015,Bronx,New York City Geographic District #10,Bronx Academy For Software Engineering (base),321000011264,Senior High,New York City,Public,225,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
2014-2015,Bronx,New York City Geographic District #10,Bronx Collaborative High School,321000011351,Senior High,New York City,Public,223,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2014-2015,Bronx,New York City Geographic District #10,Bronx Dance Academy School,321000010308,Middle,New York City,Public,270,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,2,6,0,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,6
2014-2015,Bronx,New York City Geographic District #10,Bronx Engineering And Technology Academy ,321000011213,Senior High,New York City,Public,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,3,0,0,0,0,0,2,0,1,0,0,4,0,2,0,6
2014-2015,Bronx,New York City Geographic District #10,Bronx High School Of Science,321000011445,Senior High,New York City,Public,3019,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,2,0,3,0,0,0,5,8,6,8
2014-2015,Bronx,New York City Geographic District #10,Bronx High School-law And Community Service,321000011439,Senior High,New York City,Public,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,1,0,3,0,0,0,0,2,0,0,1,8
2014-2015,Bronx,New York City Geographic District #10,Bronx School Of Law And Finance,321000011284,Senior High,New York City,Public,429,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3
2014-2015,Bronx,New York City Geographic District #10,Bronx Theatre High School,321000011546,Senior High,New York City,Public,431,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,0,16,0,3,0,0,0,0,0,1,0,1,0,0,6,0,1,0,19
2014-2015,Bronx,New York City Geographic District #10,Celia Cruz Bronx High School Of Music (the),321000011442,Senior High,New York City,Public,430,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,10,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,3
