School Year,County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon Possession Through Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 140,307500013140,Elementary,New York City,Public,297,0,0,0,0,0,2,0,1,0,2,0,0,0,3,21,0,0,3,15,2,2,0,0,0,3,0,0,0,0,0,0,1,2,2,0,5
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 141,307500013141,Junior-Senior High,New York City,Public,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 168,307500012168,Junior-Senior High,New York City,Public,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 169 Robert F Kennedy,307500011169,K-12,New York City,Public,308,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 17,307500012017,Elementary,New York City,Public,375,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 176,307500012176,Junior-Senior High,New York City,Public,769,0,0,0,0,0,4,0,0,0,0,0,0,0,1,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 177,307500014177,Junior-Senior High,New York City,Public,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 186 Walter J Damrosch School,307500012186,Junior-Senior High,New York City,Public,571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 188,307500012188,Elementary,New York City,Public,492,0,0,0,0,0,2,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 224,307500014224,Elementary,New York City,Public,441,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 226,307500011226,Junior-Senior High,New York City,Public,319,0,0,0,0,0,3,0,0,0,0,0,0,0,3,29,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 23 At Queens Children Center,307500014023,K-12,New York City,Public,351,0,0,0,0,0,2,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 231,307500013231,Elementary,New York City,Public,314,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 233,307500014233,Junior-Senior High,New York City,Public,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 255,307500014255,Junior-Senior High,New York City,Public,416,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 256 ,307500014256,K-12,New York City,Public,429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 35,307500011035,Junior-Senior High,New York City,Public,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 36,307500013036,K-12,New York City,Public,265,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 368,307500013368,Junior-Senior High,New York City,Public,266,0,0,0,0,0,4,0,0,0,0,0,0,0,3,22,0,2,3,8,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 369 Coy L Cox School,307500013369,K-12,New York City,Public,627,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 370,307500013370,Junior-Senior High,New York City,Public,251,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 371 Lillian L Rashkis,307500013371,Senior High,New York City,Public,300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 372 Children's School (the),307500013372,Elementary,New York City,Public,519,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 373,307500015373,Elementary,New York City,Public,443,0,0,0,0,0,2,0,0,0,0,0,0,0,1,18,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 373 Brooklyn Transition Center,307500013373,Senior High,New York City,Public,342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 396,307500013396,Elementary,New York City,Public,267,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 4,307500014004,Elementary,New York City,Public,399,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 4,307500013004,Elementary,New York City,Public,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 53,307500013053,Junior-Senior High,New York City,Public,398,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 721 Brooklyn Occupational Training Center,307500013721,Senior High,New York City,Public,491,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 721 Manhattan Occupational Training Center,307500011721,Senior High,New York City,Public,199,0,0,0,0,0,3,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 721 Steven Mcsweeney School,307500012721,Junior-Senior High,New York City,Public,507,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 723,307500012723,K-12,New York City,Public,511,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 753 School For Career Development,307500013753,Senior High,New York City,Public,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2,0,2
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 77,307500013077,Junior-Senior High,New York City,Public,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 771,307500013771,K-12,New York City,Public,368,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 79 Horan School,307500011079,Junior-Senior High,New York City,Public,270,0,0,0,0,0,3,0,0,0,0,1,0,0,1,27,0,3,1,3,3,3,0,0,0,1,0,0,0,2,0,0,0,0,0,2,1
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 811,307500014811,Junior-Senior High,New York City,Public,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 811,307500012811,Senior High,New York City,Public,620,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 811 Connie Lekas School,307500013811,Junior-Senior High,New York City,Public,364,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 811 Mickey Mantle School,307500011811,Elementary,New York City,Public,334,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 9,307500014009,Elementary,New York City,Public,612,0,0,0,0,0,2,0,0,0,0,2,0,0,0,16,0,0,1,2,0,1,0,0,0,0,0,0,0,2,0,0,0,4,0,0,1
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 94,307500011094,Elementary,New York City,Public,243,0,0,0,0,0,4,0,0,0,1,0,0,0,6,23,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Ps 993,307500014993,K-12,New York City,Public,420,0,0,0,0,0,4,0,0,0,0,0,0,0,4,19,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Queens Transition Center,307500014752,Senior High,New York City,Public,423,0,0,0,0,0,1,0,1,0,1,1,0,0,1,6,0,0,0,13,1,1,0,0,0,6,0,1,0,4,0,0,3,0,5,0,5
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Richard H Hungerford School (the),307500015721,Junior High,New York City,Public,364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Robert E Peary School,307500014075,K-12,New York City,Public,473,0,0,0,0,0,3,0,0,0,0,0,0,0,0,27,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,South Richmond High School Is/ps 25 ,307500015025,Junior-Senior High,New York City,Public,523,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,8,0,3,0,0,0,2,0,0,0,0,0,0,1,2,0,0,2
2012-2013,Nyc Central Office,Nyc Special Schools - District 75,Vida Bogart School For All Children,307500012352,Elementary,New York City,Public,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-2013,Queens,New York City Geographic District #24,51st Avenue Academy (the Path To Academic Excellence),342400010877,Elementary,New York City,Public,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #24,Academy Of Finance And Enterprise,342400011264,Senior High,New York City,Public,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,2,0,0,0,3,0,0,0,2,0,0,0,1,3,0,1
2012-2013,Queens,New York City Geographic District #24,Aviation Career And Technical High School,342400011610,Senior High,New York City,Public,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,1,0,2,0,0,0,0,0,4,3,1,7
2012-2013,Queens,New York City Geographic District #24,Bard High School Early College Queens,342400011299,Senior High,New York City,Public,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
2012-2013,Queens,New York City Geographic District #24,Civic Leadership Academy,342400011293,Senior High,New York City,Public,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2012-2013,Queens,New York City Geographic District #24,Grover Cleveland High School,342400011485,Senior High,New York City,Public,1908,0,0,0,0,0,0,0,3,0,1,1,0,0,0,3,1,0,0,24,0,8,0,0,0,2,0,3,0,0,0,0,2,1,2,1,44
2012-2013,Queens,New York City Geographic District #24,High School For Arts And Business ,342400011550,Senior High,New York City,Public,846,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,1,6,0,0,0,0,0,2,0,0,0,0,0,1,6,1,12
2012-2013,Queens,New York City Geographic District #24,High School Of Applied Communications,342400011267,Senior High,New York City,Public,418,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,9,0,2,0,0,0,1,0,2,0,0,0,0,0,0,2,0,8
2012-2013,Queens,New York City Geographic District #24,International High School At Laguardia Community College,342400011530,Senior High,New York City,Public,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2012-2013,Queens,New York City Geographic District #24,Is 119 The Glendale,342400010119,Middle,New York City,Public,941,0,0,0,0,0,3,0,0,0,2,1,0,0,1,8,0,1,5,12,1,5,0,0,0,2,0,3,0,3,0,0,0,3,4,0,5
2012-2013,Queens,New York City Geographic District #24,Is 125 Thomas J Mccann Woodside,342400010125,Elementary,New York City,Public,1668,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,1,0,34,1,15,0,0,0,5,0,5,1,0,0,0,0,5,2,0,11
2012-2013,Queens,New York City Geographic District #24,Is 5 The Walter Crowley Intermediate School,342400010005,Middle,New York City,Public,1553,0,0,0,0,0,3,0,0,0,0,2,0,0,0,4,0,1,2,51,1,15,0,0,0,8,0,8,0,0,0,0,0,3,2,0,21
2012-2013,Queens,New York City Geographic District #24,Is 61 Leonardo Da Vinci ,342400010061,Middle,New York City,Public,2339,0,0,0,0,0,15,0,0,0,3,0,0,0,0,7,0,2,2,50,1,18,0,0,1,10,0,6,0,1,0,0,0,6,1,1,47
2012-2013,Queens,New York City Geographic District #24,Is 73 The Frank Sansivieri Intermediate School,342400010073,Middle,New York City,Public,1595,0,0,0,0,0,18,0,0,0,1,2,0,0,2,7,0,6,4,29,1,22,0,0,0,3,0,4,1,1,0,0,0,4,4,1,50
2012-2013,Queens,New York City Geographic District #24,Is 77,342400010077,Middle,New York City,Public,1101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,18,1,18,0,0,0,6,0,2,0,0,0,0,0,5,2,1,20
2012-2013,Queens,New York City Geographic District #24,Is 93 Ridgewood ,342400010093,Middle,New York City,Public,1276,0,0,0,0,0,8,0,0,0,0,1,0,0,0,2,0,0,1,40,1,17,0,0,0,3,0,4,0,0,0,0,0,3,1,0,16
2012-2013,Queens,New York City Geographic District #24,Learners And Leaders,342400010305,Elementary,New York City,Public,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #24,Maspeth High School,342400011585,,New York City,Public,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,10
2012-2013,Queens,New York City Geographic District #24,Middle College High School At Laguardia Community College,342400011520,Senior High,New York City,Public,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #24,Newtown High School,342400011455,Senior High,New York City,Public,2181,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,2,0,26,0,9,0,0,0,6,0,5,0,0,0,0,0,1,3,1,35
2012-2013,Queens,New York City Geographic District #24,Pan American International High School,342400011296,Senior High,New York City,Public,358,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,4,3
2012-2013,Queens,New York City Geographic District #24,Pioneer Academy,342400010307,Elementary,New York City,Public,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Queens,New York City Geographic District #24,Ps 102 Bayview,342400010102,Elementary,New York City,Public,1233,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,6,1,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2
2012-2013,Queens,New York City Geographic District #24,Ps 110,342400010110,,New York City,Public,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #24,Ps 12 James B Colgate,342400010012,Elementary,New York City,Public,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Queens,New York City Geographic District #24,"Ps 128 The Lorraine Tuzzo, Juniper Valley Elementary",342400010128,Elementary,New York City,Public,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2012-2013,Queens,New York City Geographic District #24,Ps 13 Clement C Moore,342400010013,Elementary,New York City,Public,1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2012-2013,Queens,New York City Geographic District #24,Ps 14 Fairview,342400010014,Elementary,New York City,Public,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #24,Ps 143 Louis Armstrong,342400010143,Elementary,New York City,Public,1772,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,1,6,2,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1
2012-2013,Queens,New York City Geographic District #24,Ps 153 Maspeth Elementary,342400010153,Elementary,New York City,Public,1464,0,0,0,0,0,6,0,0,0,2,0,0,0,0,4,0,0,2,15,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
2012-2013,Queens,New York City Geographic District #24,Ps 16 The Nancy Debenedittis School,342400010016,Elementary,New York City,Public,1742,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,1,4,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1
2012-2013,Queens,New York City Geographic District #24,Ps 19 Marino Jeantet,342400010019,Elementary,New York City,Public,1914,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #24,Ps 199 Maurice A Fitzgerald,342400010199,Elementary,New York City,Public,1044,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,14,0,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2
2012-2013,Queens,New York City Geographic District #24,Ps 229 Emanuel Kaplan,342400010229,Elementary,New York City,Public,1569,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #24,Ps 239,342400010239,Elementary,New York City,Public,741,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2012-2013,Queens,New York City Geographic District #24,Ps 28 Thomas Emanuel Early Childhood Center,342400010028,Elementary,New York City,Public,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #24,Ps 290,342400010290,Elementary,New York City,Public,202,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #24,Ps 330,342400010330,Elementary,New York City,Public,245,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Queens,New York City Geographic District #24,Ps 49 Dorothy Bonawit Kole ,342400010049,Elementary,New York City,Public,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2012-2013,Queens,New York City Geographic District #24,Ps 58 School Of Heroes,342400010058,Elementary,New York City,Public,1009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2012-2013,Queens,New York City Geographic District #24,Ps 68 Cambridge,342400010068,Elementary,New York City,Public,783,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,1,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2012-2013,Queens,New York City Geographic District #24,Ps 7 Louis F Simeone,342400010007,Elementary,New York City,Public,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #24,Ps 71 Forest,342400010071,Elementary,New York City,Public,986,0,0,0,0,0,3,0,0,0,1,1,0,0,1,5,0,1,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2012-2013,Queens,New York City Geographic District #24,Ps 81 Jean Paul Richter,342400010081,Elementary,New York City,Public,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Queens,New York City Geographic District #24,Ps 87 Middle Village,342400010087,Elementary,New York City,Public,606,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #24,Ps 88 Seneca,342400010088,Elementary,New York City,Public,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-2013,Queens,New York City Geographic District #24,Ps 89 Elmhurst,342400010089,Elementary,New York City,Public,1960,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Queens,New York City Geographic District #24,Ps 91 Richard Arkwright,342400010091,Elementary,New York City,Public,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-2013,Queens,New York City Geographic District #24,Ps/is 113 Anthony J Pranzo,342400010113,Elementary,New York City,Public,969,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Queens,New York City Geographic District #24,Queens Vocational And Technical High School,342400011600,Senior High,New York City,Public,1461,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,10,0,16,0,0,0,4,0,5,0,0,0,0,0,4,8,1,42
2012-2013,Queens,New York City Geographic District #24,Robert F Wagner Jr Secondary School-arts And Technology,342400011560,Junior-Senior High,New York City,Public,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6
2012-2013,Queens,New York City Geographic District #24,Voyages Preparatory,342400011744,Senior High,New York City,Public,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-2013,Queens,New York City Geographic District #25,Active Learning Elementary School (the),342500010244,Elementary,New York City,Public,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Queens,New York City Geographic District #25,Bell Academy,342500010294,Junior High,New York City,Public,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
2012-2013,Queens,New York City Geographic District #25,East-west School Of International Studies,342500011281,Junior-Senior High,New York City,Public,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3
